sliding.sentences,story,lang,sentence_num,prop_num
"avant l’aube. S’il arrivait un jour en retard, les acheteurs, s'étant déjà approvisionnés, pourraient être partis.  Le joaillier voyant qu'il",3,fre,282,0.08450704225352113
"l’aube. S’il arrivait un jour en retard, les acheteurs, s'étant déjà approvisionnés, pourraient être partis.  Le joaillier voyant qu'il ne",3,fre,283,0.08480671261612227
"S’il arrivait un jour en retard, les acheteurs, s'étant déjà approvisionnés, pourraient être partis.  Le joaillier voyant qu'il ne pouvait",3,fre,284,0.0851063829787234
"arrivait un jour en retard, les acheteurs, s'étant déjà approvisionnés, pourraient être partis.  Le joaillier voyant qu'il ne pouvait poursuivre",3,fre,285,0.08540605334132455
"un jour en retard, les acheteurs, s'étant déjà approvisionnés, pourraient être partis.  Le joaillier voyant qu'il ne pouvait poursuivre son",3,fre,286,0.08570572370392568
"jour en retard, les acheteurs, s'étant déjà approvisionnés, pourraient être partis.  Le joaillier voyant qu'il ne pouvait poursuivre son voyage",3,fre,287,0.08600539406652682
"en retard, les acheteurs, s'étant déjà approvisionnés, pourraient être partis.  Le joaillier voyant qu'il ne pouvait poursuivre son voyage si",3,fre,288,0.08630506442912796
"retard, les acheteurs, s'étant déjà approvisionnés, pourraient être partis.  Le joaillier voyant qu'il ne pouvait poursuivre son voyage si l'obstacle",3,fre,289,0.0866047347917291
"les acheteurs, s'étant déjà approvisionnés, pourraient être partis.  Le joaillier voyant qu'il ne pouvait poursuivre son voyage si l'obstacle n'était",3,fre,290,0.08690440515433023
"acheteurs, s'étant déjà approvisionnés, pourraient être partis.  Le joaillier voyant qu'il ne pouvait poursuivre son voyage si l'obstacle n'était pas",3,fre,291,0.08720407551693138
"s'étant déjà approvisionnés, pourraient être partis.  Le joaillier voyant qu'il ne pouvait poursuivre son voyage si l'obstacle n'était pas enlevé,",3,fre,292,0.08750374587953251
"déjà approvisionnés, pourraient être partis.  Le joaillier voyant qu'il ne pouvait poursuivre son voyage si l'obstacle n'était pas enlevé, se",3,fre,293,0.08780341624213366
"approvisionnés, pourraient être partis.  Le joaillier voyant qu'il ne pouvait poursuivre son voyage si l'obstacle n'était pas enlevé, se fâcha",3,fre,294,0.08810308660473479
"pourraient être partis.  Le joaillier voyant qu'il ne pouvait poursuivre son voyage si l'obstacle n'était pas enlevé, se fâcha et",3,fre,295,0.08840275696733593
"être partis.  Le joaillier voyant qu'il ne pouvait poursuivre son voyage si l'obstacle n'était pas enlevé, se fâcha et donna",3,fre,296,0.08870242732993706
"partis.  Le joaillier voyant qu'il ne pouvait poursuivre son voyage si l'obstacle n'était pas enlevé, se fâcha et donna l’ordre",3,fre,297,0.08900209769253821
" Le joaillier voyant qu'il ne pouvait poursuivre son voyage si l'obstacle n'était pas enlevé, se fâcha et donna l’ordre à",3,fre,298,0.08930176805513934
"Le joaillier voyant qu'il ne pouvait poursuivre son voyage si l'obstacle n'était pas enlevé, se fâcha et donna l’ordre à son",3,fre,299,0.08960143841774049
"joaillier voyant qu'il ne pouvait poursuivre son voyage si l'obstacle n'était pas enlevé, se fâcha et donna l’ordre à son esclave,",3,fre,300,0.08990110878034162
"voyant qu'il ne pouvait poursuivre son voyage si l'obstacle n'était pas enlevé, se fâcha et donna l’ordre à son esclave, Madagouta,",3,fre,301,0.09020077914294276
"qu'il ne pouvait poursuivre son voyage si l'obstacle n'était pas enlevé, se fâcha et donna l’ordre à son esclave, Madagouta, de",3,fre,302,0.0905004495055439
"ne pouvait poursuivre son voyage si l'obstacle n'était pas enlevé, se fâcha et donna l’ordre à son esclave, Madagouta, de déplacer",3,fre,303,0.09080011986814504
"pouvait poursuivre son voyage si l'obstacle n'était pas enlevé, se fâcha et donna l’ordre à son esclave, Madagouta, de déplacer la",3,fre,304,0.09109979023074619
"poursuivre son voyage si l'obstacle n'était pas enlevé, se fâcha et donna l’ordre à son esclave, Madagouta, de déplacer la charrette.",3,fre,305,0.09139946059334732
"son voyage si l'obstacle n'était pas enlevé, se fâcha et donna l’ordre à son esclave, Madagouta, de déplacer la charrette. Le",3,fre,306,0.09169913095594846
"voyage si l'obstacle n'était pas enlevé, se fâcha et donna l’ordre à son esclave, Madagouta, de déplacer la charrette. Le paysan",3,fre,307,0.0919988013185496
"si l'obstacle n'était pas enlevé, se fâcha et donna l’ordre à son esclave, Madagouta, de déplacer la charrette. Le paysan s’y",3,fre,308,0.09229847168115074
"l'obstacle n'était pas enlevé, se fâcha et donna l’ordre à son esclave, Madagouta, de déplacer la charrette. Le paysan s’y opposait",3,fre,309,0.09259814204375187
"n'était pas enlevé, se fâcha et donna l’ordre à son esclave, Madagouta, de déplacer la charrette. Le paysan s’y opposait parce",3,fre,310,0.09289781240635302
"pas enlevé, se fâcha et donna l’ordre à son esclave, Madagouta, de déplacer la charrette. Le paysan s’y opposait parce que",3,fre,311,0.09319748276895415
"enlevé, se fâcha et donna l’ordre à son esclave, Madagouta, de déplacer la charrette. Le paysan s’y opposait parce que sa",3,fre,312,0.0934971531315553
"se fâcha et donna l’ordre à son esclave, Madagouta, de déplacer la charrette. Le paysan s’y opposait parce que sa voiture",3,fre,313,0.09379682349415643
"fâcha et donna l’ordre à son esclave, Madagouta, de déplacer la charrette. Le paysan s’y opposait parce que sa voiture était",3,fre,314,0.09409649385675757
"et donna l’ordre à son esclave, Madagouta, de déplacer la charrette. Le paysan s’y opposait parce que sa voiture était si",3,fre,315,0.0943961642193587
"donna l’ordre à son esclave, Madagouta, de déplacer la charrette. Le paysan s’y opposait parce que sa voiture était si prés",3,fre,316,0.09469583458195985
"l’ordre à son esclave, Madagouta, de déplacer la charrette. Le paysan s’y opposait parce que sa voiture était si prés du",3,fre,317,0.09499550494456098
"à son esclave, Madagouta, de déplacer la charrette. Le paysan s’y opposait parce que sa voiture était si prés du fossé",3,fre,318,0.09529517530716212
"son esclave, Madagouta, de déplacer la charrette. Le paysan s’y opposait parce que sa voiture était si prés du fossé qu'en",3,fre,319,0.09559484566976326
"esclave, Madagouta, de déplacer la charrette. Le paysan s’y opposait parce que sa voiture était si prés du fossé qu'en la",3,fre,320,0.0958945160323644
"Madagouta, de déplacer la charrette. Le paysan s’y opposait parce que sa voiture était si prés du fossé qu'en la touchant",3,fre,321,0.09619418639496553
de déplacer la charrette. Le paysan s’y opposait parce que sa voiture était si prés du fossé qu'en la touchant on,3,fre,322,0.09649385675756668
déplacer la charrette. Le paysan s’y opposait parce que sa voiture était si prés du fossé qu'en la touchant on pouvait,3,fre,323,0.09679352712016781
la charrette. Le paysan s’y opposait parce que sa voiture était si prés du fossé qu'en la touchant on pouvait l'y,3,fre,324,0.09709319748276896
charrette. Le paysan s’y opposait parce que sa voiture était si prés du fossé qu'en la touchant on pouvait l'y précipiter.,3,fre,325,0.09739286784537009
Le paysan s’y opposait parce que sa voiture était si prés du fossé qu'en la touchant on pouvait l'y précipiter. Mais,3,fre,326,0.09769253820797123
paysan s’y opposait parce que sa voiture était si prés du fossé qu'en la touchant on pouvait l'y précipiter. Mais le,3,fre,327,0.09799220857057236
s’y opposait parce que sa voiture était si prés du fossé qu'en la touchant on pouvait l'y précipiter. Mais le brahmine,3,fre,328,0.09829187893317351
opposait parce que sa voiture était si prés du fossé qu'en la touchant on pouvait l'y précipiter. Mais le brahmine ne,3,fre,329,0.09859154929577464
parce que sa voiture était si prés du fossé qu'en la touchant on pouvait l'y précipiter. Mais le brahmine ne voulut,3,fre,330,0.09889121965837579
que sa voiture était si prés du fossé qu'en la touchant on pouvait l'y précipiter. Mais le brahmine ne voulut rien,3,fre,331,0.09919089002097693
sa voiture était si prés du fossé qu'en la touchant on pouvait l'y précipiter. Mais le brahmine ne voulut rien entendre,3,fre,332,0.09949056038357806
voiture était si prés du fossé qu'en la touchant on pouvait l'y précipiter. Mais le brahmine ne voulut rien entendre et,3,fre,333,0.09979023074617921
était si prés du fossé qu'en la touchant on pouvait l'y précipiter. Mais le brahmine ne voulut rien entendre et ordonna,3,fre,334,0.10008990110878034
si prés du fossé qu'en la touchant on pouvait l'y précipiter. Mais le brahmine ne voulut rien entendre et ordonna à,3,fre,335,0.10038957147138149
prés du fossé qu'en la touchant on pouvait l'y précipiter. Mais le brahmine ne voulut rien entendre et ordonna à Madagouta,3,fre,336,0.10068924183398262
du fossé qu'en la touchant on pouvait l'y précipiter. Mais le brahmine ne voulut rien entendre et ordonna à Madagouta d’exécuter,3,fre,337,0.10098891219658376
fossé qu'en la touchant on pouvait l'y précipiter. Mais le brahmine ne voulut rien entendre et ordonna à Madagouta d’exécuter ses,3,fre,338,0.1012885825591849
qu'en la touchant on pouvait l'y précipiter. Mais le brahmine ne voulut rien entendre et ordonna à Madagouta d’exécuter ses ordres.,3,fre,339,0.10158825292178604
la touchant on pouvait l'y précipiter. Mais le brahmine ne voulut rien entendre et ordonna à Madagouta d’exécuter ses ordres. Ce,3,fre,340,0.10188792328438717
"touchant on pouvait l'y précipiter. Mais le brahmine ne voulut rien entendre et ordonna à Madagouta d’exécuter ses ordres. Ce dernier,",3,fre,341,0.10218759364698832
"on pouvait l'y précipiter. Mais le brahmine ne voulut rien entendre et ordonna à Madagouta d’exécuter ses ordres. Ce dernier, d'une",3,fre,342,0.10248726400958945
"pouvait l'y précipiter. Mais le brahmine ne voulut rien entendre et ordonna à Madagouta d’exécuter ses ordres. Ce dernier, d'une force",3,fre,343,0.1027869343721906
"l'y précipiter. Mais le brahmine ne voulut rien entendre et ordonna à Madagouta d’exécuter ses ordres. Ce dernier, d'une force herculéenne",3,fre,344,0.10308660473479173
"précipiter. Mais le brahmine ne voulut rien entendre et ordonna à Madagouta d’exécuter ses ordres. Ce dernier, d'une force herculéenne et",3,fre,345,0.10338627509739287
"Mais le brahmine ne voulut rien entendre et ordonna à Madagouta d’exécuter ses ordres. Ce dernier, d'une force herculéenne et qui",3,fre,346,0.103685945459994
"le brahmine ne voulut rien entendre et ordonna à Madagouta d’exécuter ses ordres. Ce dernier, d'une force herculéenne et qui trouvait",3,fre,347,0.10398561582259515
"brahmine ne voulut rien entendre et ordonna à Madagouta d’exécuter ses ordres. Ce dernier, d'une force herculéenne et qui trouvait du",3,fre,348,0.10428528618519628
"ne voulut rien entendre et ordonna à Madagouta d’exécuter ses ordres. Ce dernier, d'une force herculéenne et qui trouvait du plaisir",3,fre,349,0.10458495654779743
"voulut rien entendre et ordonna à Madagouta d’exécuter ses ordres. Ce dernier, d'une force herculéenne et qui trouvait du plaisir à",3,fre,350,0.10488462691039856
"rien entendre et ordonna à Madagouta d’exécuter ses ordres. Ce dernier, d'une force herculéenne et qui trouvait du plaisir à molester",3,fre,351,0.1051842972729997
"entendre et ordonna à Madagouta d’exécuter ses ordres. Ce dernier, d'une force herculéenne et qui trouvait du plaisir à molester les",3,fre,352,0.10548396763560083
"et ordonna à Madagouta d’exécuter ses ordres. Ce dernier, d'une force herculéenne et qui trouvait du plaisir à molester les faibles,",3,fre,353,0.10578363799820198
"ordonna à Madagouta d’exécuter ses ordres. Ce dernier, d'une force herculéenne et qui trouvait du plaisir à molester les faibles, jeta",3,fre,354,0.10608330836080311
"à Madagouta d’exécuter ses ordres. Ce dernier, d'une force herculéenne et qui trouvait du plaisir à molester les faibles, jeta la",3,fre,355,0.10638297872340426
"Madagouta d’exécuter ses ordres. Ce dernier, d'une force herculéenne et qui trouvait du plaisir à molester les faibles, jeta la charrette",3,fre,356,0.10668264908600539
"d’exécuter ses ordres. Ce dernier, d'une force herculéenne et qui trouvait du plaisir à molester les faibles, jeta la charrette dans",3,fre,357,0.10698231944860653
"ses ordres. Ce dernier, d'une force herculéenne et qui trouvait du plaisir à molester les faibles, jeta la charrette dans le",3,fre,358,0.10728198981120766
"ordres. Ce dernier, d'une force herculéenne et qui trouvait du plaisir à molester les faibles, jeta la charrette dans le fossé",3,fre,359,0.10758166017380881
